enst	csq	n_pos	n_obs	mu
ENST00000435680	nonsense	339	17.0	4.336631268436578e-09
ENST00000435680	synonymous	1524	227.0	6.304154199475066e-09
ENST00000435803	missense	33689	3378.0	3.794326723856451e-09
ENST00000435803	nonsense	2004	157.0	3.616760978043912e-09
ENST00000435803	synonymous	9820	1343.0	5.401800305498982e-09
ENST00000435817	missense	4443	515.0	5.802019131217646e-09
ENST00000435817	nonsense	230	40.0	8.1372e-09
ENST00000435817	synonymous	1528	188.0	6.655599476439791e-09
ENST00000435822	missense	1585	160.0	4.92996025236593e-09
ENST00000435822	nonsense	79	6.0	4.790607594936709e-09
ENST00000435822	synonymous	478	76.0	7.317951882845188e-09
ENST00000435873	missense	45	0.0	7.808577777777778e-09
ENST00000435873	nonsense	1	0.0	2.56e-09
ENST00000435873	synonymous	17	0.0	4.652941176470588e-09
ENST00000435881	missense	1633	159.0	4.768148805878751e-09
ENST00000435881	nonsense	95	4.0	3.2454315789473685e-09
ENST00000435881	synonymous	459	78.0	7.3333529411764704e-09
ENST00000435887	missense	3427	459.0	5.373316019842428e-09
ENST00000435887	nonsense	130	17.0	8.176384615384615e-09
ENST00000435887	synonymous	1186	266.0	7.494691399662732e-09
ENST00000435907	missense	3759	368.0	5.23744213886672e-09
ENST00000435907	nonsense	200	13.0	4.670935e-09
ENST00000435907	synonymous	1081	196.0	9.151233117483812e-09
ENST00000435962	missense	3205	305.0	3.806805616224649e-09
ENST00000435962	nonsense	225	13.0	4.373613333333334e-09
ENST00000435962	synonymous	971	103.0	4.73005973223481e-09
ENST00000435989	missense	5742	596.0	3.997112330198537e-09
ENST00000435989	nonsense	435	39.0	4.7336919540229886e-09
ENST00000435989	synonymous	1509	178.0	5.585918489065606e-09
ENST00000436041	missense	3161	435.0	4.218188547927871e-09
ENST00000436041	nonsense	170	20.0	3.201411764705882e-09
ENST00000436041	synonymous	962	171.0	5.622163201663202e-09
ENST00000436063	missense	5044	482.0	3.4720097145122918e-09
ENST00000436063	nonsense	331	15.0	4.082839879154079e-09
ENST00000436063	synonymous	1420	184.0	4.8327000000000005e-09
ENST00000436066	missense	1823	248.0	4.915041689522765e-09
ENST00000436066	nonsense	88	7.0	4.300340909090909e-09
ENST00000436066	synonymous	591	102.0	7.467783417935703e-09
ENST00000436072	missense	2297	251.0	4.580197649107532e-09
ENST00000436072	nonsense	129	7.0	4.265077519379845e-09
ENST00000436072	synonymous	679	115.0	6.1726568483063335e-09
ENST00000436088	missense	5136	265.0	5.144623442367601e-09
ENST00000436088	nonsense	352	1.0	4.893698863636363e-09
ENST00000436088	synonymous	1379	267.0	8.943578680203045e-09
ENST00000436120	missense	4111	327.0	3.7245370955971785e-09
ENST00000436120	nonsense	314	24.0	3.4330541401273884e-09
ENST00000436120	synonymous	1047	135.0	5.888728748806113e-09
ENST00000436233	missense	4715	389.0	5.5461300106044535e-09
ENST00000436233	nonsense	273	17.0	3.75432967032967e-09
ENST00000436233	synonymous	1438	255.0	8.971363004172462e-09
ENST00000436235	missense	680	60.0	4.285092647058824e-09
ENST00000436235	nonsense	43	4.0	5.770418604651162e-09
ENST00000436235	synonymous	231	42.0	6.639502164502165e-09
ENST00000436261	missense	3547	377.0	4.195525232590922e-09
ENST00000436261	nonsense	261	18.0	4.789555555555556e-09
ENST00000436261	synonymous	953	130.0	5.372405036726129e-09
ENST00000436291	missense	2713	591.0	5.068465904902322e-09
ENST00000436291	nonsense	172	26.0	5.139755813953489e-09
ENST00000436291	synonymous	877	216.0	6.4620136830102616e-09
ENST00000436302	missense	6125	576.0	4.2759353469387756e-09
ENST00000436302	nonsense	426	29.0	4.680053990610328e-09
ENST00000436302	synonymous	1720	218.0	4.863467441860465e-09
ENST00000436346	missense	12447	971.0	3.6833118020406524e-09
ENST00000436346	nonsense	959	10.0	4.642255474452555e-09
ENST00000436346	synonymous	3424	434.0	4.855467873831776e-09
ENST00000436367	missense	5281	609.0	6.590143533421701e-09
ENST00000436367	nonsense	254	3.0	4.435507874015748e-09
ENST00000436367	synonymous	1791	328.0	1.1472552763819096e-08
ENST00000436428	missense	897	102.0	4.738600891861762e-09
ENST00000436428	nonsense	55	3.0	3.447472727272727e-09
ENST00000436428	synonymous	290	36.0	5.352668965517242e-09
ENST00000436467	missense	3134	436.0	5.1499020421186976e-09
ENST00000436467	nonsense	120	11.0	3.6253833333333334e-09
ENST00000436467	synonymous	1111	228.0	7.740809180918093e-09
ENST00000436547	missense	2482	129.0	4.264282433521354e-09
ENST00000436547	nonsense	170	3.0	4.446111764705882e-09
ENST00000436547	synonymous	714	84.0	5.688823529411765e-09
ENST00000436587	missense	2411	238.0	3.768109912899212e-09
ENST00000436587	nonsense	188	8.0	2.6924627659574465e-09
ENST00000436587	synonymous	659	99.0	5.211544764795144e-09
ENST00000436624	missense	3653	318.0	3.943242814125376e-09
ENST00000436624	nonsense	282	18.0	4.784117021276596e-09
ENST00000436624	synonymous	952	104.0	4.713988445378151e-09
ENST00000436629	missense	3705	0.0	5.497667746288799e-09
ENST00000436629	nonsense	187	0.0	4.749459893048129e-09
ENST00000436629	synonymous	1301	0.0	7.253782475019217e-09
ENST00000436636	missense	8933	655.0	4.982585133773649e-09
ENST00000436636	nonsense	576	9.0	6.813251736111112e-09
ENST00000436636	synonymous	2722	372.0	5.965738060249817e-09
ENST00000436639	missense	3682	312.0	4.138775122216187e-09
ENST00000436639	nonsense	240	9.0	3.4243041666666665e-09
ENST00000436639	synonymous	1028	130.0	5.160400778210116e-09
ENST00000436693	missense	5332	479.0	3.763379594898725e-09
ENST00000436693	nonsense	345	15.0	2.6887884057971014e-09
ENST00000436693	synonymous	1478	206.0	5.677696887686062e-09
ENST00000436697	missense	349	0.0	2.937180515759312e-09
ENST00000436697	nonsense	32	0.0	2.82446875e-09
ENST00000436697	synonymous	96	0.0	3.94490625e-09
ENST00000436752	missense	799	68.0	3.992614518147684e-09
ENST00000436752	nonsense	54	6.0	3.1082962962962965e-09
ENST00000436752	synonymous	218	32.0	6.1823853211009175e-09
ENST00000436784	missense	3321	390.0	5.929324299909666e-09
ENST00000436784	nonsense	121	14.0	4.861264462809917e-09
ENST00000436784	synonymous	1256	206.0	6.44040923566879e-09
ENST00000436874	missense	5101	484.0	3.831523230739071e-09
ENST00000436874	nonsense	357	16.0	4.295075630252101e-09
ENST00000436874	synonymous	1544	205.0	4.862681994818653e-09
ENST00000436881	missense	6163	772.0	5.0241578776569855e-09
ENST00000436881	nonsense	241	14.0	4.674759336099585e-09
ENST00000436881	synonymous	2371	453.0	6.592770982707719e-09
ENST00000437033	missense	2445	304.0	4.268243762781187e-09
ENST00000437033	nonsense	125	5.0	3.016104e-09
ENST00000437033	synonymous	787	100.0	5.055129606099111e-09
ENST00000437043	missense	6355	631.0	3.853828638867034e-09
ENST00000437043	nonsense	420	43.0	3.847330952380952e-09
ENST00000437043	synonymous	1856	246.0	5.431318965517241e-09
ENST00000437048	missense	5492	553.0	5.203127093954844e-09
ENST00000437048	nonsense	298	21.0	5.4653993288590606e-09
ENST00000437048	synonymous	1689	256.0	7.703876258140912e-09
ENST00000437082	missense	44	2.0	3.465909090909091e-09
ENST00000437082	nonsense	1	0.0	6.85e-09
ENST00000437082	synonymous	18	1.0	4.227777777777778e-09
ENST00000437139	missense	902	97.0	3.814860310421286e-09
ENST00000437139	nonsense	39	2.0	3.5963589743589746e-09
ENST00000437139	synonymous	310	38.0	5.1483161290322584e-09
ENST00000437150	missense	1435	142.0	4.1388376306620205e-09
ENST00000437150	nonsense	93	9.0	3.859860215053764e-09
ENST00000437150	synonymous	416	57.0	5.042223557692308e-09
ENST00000437192	missense	1171	154.0	5.5106438941076e-09
ENST00000437192	nonsense	55	7.0	5.926690909090909e-09
ENST00000437192	synonymous	403	61.0	6.204573200992556e-09
ENST00000437198	missense	4273	429.0	4.040046571495436e-09
ENST00000437198	nonsense	304	11.0	3.3734703947368426e-09
ENST00000437198	synonymous	1165	150.0	6.2662343347639485e-09
ENST00000437212	missense	2884	337.0	4.911990984743412e-09
ENST00000437212	nonsense	147	17.0	4.445360544217688e-09
ENST00000437212	synonymous	893	137.0	7.300826427771556e-09
ENST00000437300	missense	3121	319.0	4.361359500160206e-09
ENST00000437300	nonsense	176	16.0	3.299335227272727e-09
ENST00000437300	synonymous	960	123.0	5.2341218749999995e-09
ENST00000437316	missense	1724	182.0	4.558308584686775e-09
ENST00000437316	nonsense	84	9.0	4.9177499999999995e-09
ENST00000437316	synonymous	559	72.0	5.800892665474061e-09
ENST00000437356	missense	1939	210.0	4.892492521918515e-09
ENST00000437356	nonsense	128	8.0	4.8900234375e-09
ENST00000437356	synonymous	597	87.0	7.146236180904522e-09
ENST00000437525	missense	1905	190.0	4.921468241469816e-09
ENST00000437525	nonsense	80	7.0	4.064087500000001e-09
ENST00000437525	synonymous	652	94.0	6.4782760736196325e-09
ENST00000437590	missense	1382	0.0	3.834641823444284e-09
ENST00000437590	nonsense	102	0.0	2.5730294117647057e-09
ENST00000437590	synonymous	370	0.0	4.875224324324325e-09
ENST00000437605	missense	3090	195.0	4.561051779935275e-09
ENST00000437605	nonsense	183	11.0	4.6986994535519125e-09
ENST00000437605	synonymous	930	84.0	6.727786021505377e-09
ENST00000437635	missense	4282	484.0	4.774392573563756e-09
ENST00000437635	nonsense	235	23.0	5.127272340425532e-09
ENST00000437635	synonymous	1342	193.0	7.39755737704918e-09
ENST00000437684	missense	7259	692.0	3.9758002479680394e-09
ENST00000437684	nonsense	454	29.0	5.442572687224669e-09
ENST00000437684	synonymous	2097	266.0	5.180492131616595e-09
ENST00000437818	missense	505	0.0	3.807849504950495e-09
ENST00000437818	nonsense	35	0.0	2.614742857142857e-09
ENST00000437818	synonymous	162	0.0	4.931851851851852e-09
ENST00000437823	missense	8801	19.0	4.267599136461766e-09
ENST00000437823	nonsense	497	0.0	4.122319919517103e-09
ENST00000437823	synonymous	2816	5.0	5.836231534090909e-09
ENST00000437936	missense	722	90.0	5.317624653739612e-09
ENST00000437936	nonsense	42	2.0	6.0233095238095235e-09
ENST00000437936	synonymous	217	35.0	8.537294930875577e-09
ENST00000438015	missense	3161	202.0	3.881297057893072e-09
ENST00000438015	nonsense	212	9.0	3.806948113207547e-09
ENST00000438015	synonymous	902	105.0	4.558348115299335e-09
ENST00000438032	missense	3595	267.0	4.141707371349096e-09
ENST00000438032	nonsense	252	3.0	3.1081507936507938e-09
ENST00000438032	synonymous	1121	165.0	5.771569134701159e-09
ENST00000438075	missense	610	71.0	4.546254098360656e-09
ENST00000438075	nonsense	38	2.0	5.528789473684211e-09
ENST00000438075	synonymous	216	33.0	6.4223564814814815e-09
ENST00000438166	missense	4768	405.0	4.509734270134229e-09
ENST00000438166	nonsense	283	14.0	3.856512367491166e-09
ENST00000438166	synonymous	1483	167.0	5.170213755900202e-09
ENST00000438167	missense	1047	30.0	6.329496657115568e-09
ENST00000438167	nonsense	73	4.0	5.968780821917809e-09
ENST00000438167	synonymous	356	13.0	9.578334269662922e-09
ENST00000438251	missense	5333	583.0	5.040769735608476e-09
ENST00000438251	nonsense	333	35.0	7.32178978978979e-09
ENST00000438251	synonymous	1660	202.0	5.520324698795181e-09
ENST00000438257	missense	1774	176.0	3.9310377677564826e-09
ENST00000438257	nonsense	98	6.0	4.016795918367347e-09
ENST00000438257	synonymous	576	72.0	4.9000659722222224e-09
ENST00000438320	missense	1204	125.0	5.204635382059801e-09
ENST00000438320	nonsense	70	10.0	2.8827714285714284e-09
ENST00000438320	synonymous	319	57.0	1.0472272727272727e-08
ENST00000438447	missense	18437	1834.0	5.183934262624071e-09
ENST00000438447	nonsense	947	43.0	4.7267254487856385e-09
ENST00000438447	synonymous	6158	879.0	7.3934819746671e-09
ENST00000438480	missense	1818	234.0	8.009712871287128e-09
ENST00000438480	nonsense	96	4.0	3.7755104166666666e-09
ENST00000438480	synonymous	579	126.0	1.3281780656303973e-08
ENST00000438525	missense	688	0.0	6.113098837209302e-09
ENST00000438525	nonsense	49	0.0	6.842938775510204e-09
ENST00000438525	synonymous	226	0.0	7.680946902654867e-09
ENST00000438567	missense	4409	492.0	5.356903833068723e-09
ENST00000438567	nonsense	198	26.0	5.709909090909091e-09
ENST00000438567	synonymous	1513	227.0	7.582735624586914e-09
ENST00000438576	missense	1868	264.0	5.488591541755888e-09
ENST00000438576	nonsense	87	7.0	4.819747126436782e-09
ENST00000438576	synonymous	673	103.0	6.154800891530461e-09
ENST00000438607	missense	418	45.0	3.3889306220095696e-09
ENST00000438607	nonsense	35	1.0	2.5824e-09
ENST00000438607	synonymous	114	30.0	5.529236842105263e-09
ENST00000438661	missense	4061	455.0	6.573930312730855e-09
ENST00000438661	nonsense	168	9.0	4.973625e-09
ENST00000438661	synonymous	1396	280.0	8.791055157593124e-09
ENST00000438666	missense	4333	424.0	4.072802907915994e-09
ENST00000438666	nonsense	297	14.0	3.49446127946128e-09
ENST00000438666	synonymous	1355	168.0	5.264881918819188e-09
ENST00000438731	missense	1309	141.0	4.254399541634835e-09
ENST00000438731	nonsense	102	10.0	6.987470588235293e-09
ENST00000438731	synonymous	398	65.0	5.1121633165829146e-09
ENST00000438737	missense	6592	523.0	4.126863319174757e-09
ENST00000438737	nonsense	424	5.0	6.252603773584905e-09
ENST00000438737	synonymous	2038	233.0	4.458024533856722e-09
ENST00000438747	missense	2965	367.0	5.977541989881956e-09
ENST00000438747	nonsense	139	17.0	7.985021582733813e-09
ENST00000438747	synonymous	1081	175.0	7.915763182238669e-09
ENST00000438763	missense	1779	181.0	4.0463485103991e-09
ENST00000438763	nonsense	93	4.0	4.272440860215054e-09
ENST00000438763	synonymous	576	81.0	5.432010416666667e-09
ENST00000438773	missense	7523	779.0	6.2899900305729095e-09
ENST00000438773	nonsense	383	36.0	5.838467362924282e-09
ENST00000438773	synonymous	2417	447.0	9.870616880430286e-09
ENST00000438793	missense	6412	577.0	4.091760449157829e-09
ENST00000438793	nonsense	382	14.0	4.36882722513089e-09
ENST00000438793	synonymous	1954	222.0	4.942233367451382e-09
ENST00000438828	missense	4752	414.0	3.932917297979798e-09
ENST00000438828	nonsense	303	16.0	3.059155115511551e-09
ENST00000438828	synonymous	1461	153.0	4.546496919917865e-09
ENST00000438925	missense	6670	647.0	4.755499850074963e-09
ENST00000438925	nonsense	300	19.0	5.48827e-09
ENST00000438925	synonymous	2291	315.0	5.463568310781318e-09
ENST00000438980	missense	2521	267.0	6.131076160253868e-09
ENST00000438980	nonsense	106	5.0	6.2832452830188675e-09
ENST00000438980	synonymous	928	140.0	7.76775e-09
ENST00000438998	missense	807	124.0	4.652712515489467e-09
ENST00000438998	nonsense	28	4.0	3.974821428571429e-09
ENST00000438998	synonymous	263	67.0	7.415684410646387e-09
ENST00000439055	missense	3799	421.0	5.14993893129771e-09
ENST00000439055	nonsense	209	16.0	4.2341531100478465e-09
ENST00000439055	synonymous	1203	142.0	7.117195344970906e-09
ENST00000439090	missense	3481	352.0	3.736696638896869e-09
ENST00000439090	nonsense	238	18.0	5.081256302521008e-09
ENST00000439090	synonymous	952	130.0	5.732034663865546e-09
ENST00000439096	missense	1194	141.0	5.243965661641541e-09
ENST00000439096	nonsense	53	1.0	5.469811320754717e-09
ENST00000439096	synonymous	481	69.0	6.127879417879418e-09
ENST00000439118	missense	3668	389.0	5.0054828244274815e-09
ENST00000439118	nonsense	179	17.0	5.9384357541899435e-09
ENST00000439118	synonymous	1139	139.0	5.924716417910448e-09
ENST00000439140	missense	12098	978.0	3.5257616134898328e-09
ENST00000439140	nonsense	927	58.0	2.9895016181229773e-09
ENST00000439140	synonymous	3346	369.0	4.747380155409444e-09
ENST00000439151	missense	17693	1402.0	4.342370259424631e-09
ENST00000439151	nonsense	1139	14.0	4.8978981562774365e-09
ENST00000439151	synonymous	5423	664.0	5.206780748663102e-09
ENST00000439174	missense	2500	180.0	4.92549e-09
ENST00000439174	nonsense	139	1.0	5.088892086330936e-09
ENST00000439174	synonymous	745	103.0	6.068820134228188e-09
ENST00000439211	missense	1243	82.0	3.4542614641995173e-09
ENST00000439211	nonsense	78	6.0	4.007064102564102e-09
ENST00000439211	synonymous	353	41.0	4.651257790368272e-09
ENST00000439326	missense	4471	454.0	3.994282487139342e-09
ENST00000439326	nonsense	304	18.0	2.9120460526315792e-09
ENST00000439326	synonymous	1210	160.0	5.3959661157024795e-09
ENST00000439373	missense	1896	208.0	4.6576271097046414e-09
ENST00000439373	nonsense	97	12.0	4.481628865979382e-09
ENST00000439373	synonymous	545	89.0	6.610976146788991e-09
ENST00000439388	missense	5965	769.0	6.604553394803018e-09
ENST00000439388	nonsense	265	34.0	7.711939622641509e-09
ENST00000439388	synonymous	2023	371.0	9.598108749382106e-09
ENST00000439424	missense	1110	96.0	4.483982882882883e-09
ENST00000439424	nonsense	48	3.0	2.7383958333333334e-09
ENST00000439424	synonymous	381	62.0	6.232732283464567e-09
ENST00000439435	missense	1330	51.0	6.859131578947368e-09
ENST00000439435	nonsense	81	1.0	5.955160493827161e-09
ENST00000439435	synonymous	443	18.0	8.84723250564334e-09
ENST00000439461	missense	3125	293.0	3.6410224000000003e-09
ENST00000439461	nonsense	230	23.0	5.345626086956522e-09
ENST00000439461	synonymous	848	102.0	5.172271226415095e-09
ENST00000439466	missense	1866	0.0	7.327740085744909e-09
ENST00000439466	nonsense	90	0.0	4.852555555555555e-09
ENST00000439466	synonymous	627	0.0	1.3162207336523127e-08
ENST00000439502	missense	2649	325.0	6.489341638354096e-09
ENST00000439502	nonsense	136	13.0	5.212257352941177e-09
ENST00000439502	synonymous	887	154.0	8.197838782412626e-09
ENST00000439556	missense	2472	213.0	4.072887540453074e-09
ENST00000439556	nonsense	193	16.0	6.910896373056994e-09
ENST00000439556	synonymous	674	83.0	5.753933234421364e-09
ENST00000439561	missense	6297	503.0	4.10261696045736e-09
ENST00000439561	nonsense	381	4.0	4.999656167979003e-09
ENST00000439561	synonymous	1890	222.0	4.873260317460317e-09
ENST00000439602	missense	984	47.0	5.755498983739837e-09
ENST00000439602	nonsense	51	0.0	9.283470588235295e-09
ENST00000439602	synonymous	324	49.0	5.0354074074074074e-09
ENST00000439617	missense	5573	577.0	4.817618338417369e-09
ENST00000439617	nonsense	323	24.0	4.265969040247678e-09
ENST00000439617	synonymous	1781	270.0	6.51498652442448e-09
ENST00000439682	missense	3650	6.0	4.023652328767123e-09
ENST00000439682	nonsense	245	0.0	3.717204081632653e-09
ENST00000439682	synonymous	992	3.0	6.347675403225807e-09
ENST00000439696	missense	2213	163.0	4.014795752372346e-09
ENST00000439696	nonsense	77	0.0	3.4935454545454547e-09
ENST00000439696	synonymous	743	117.0	5.3867039030955584e-09
ENST00000439741	missense	4578	473.0	4.805122979467016e-09
ENST00000439741	nonsense	262	37.0	7.605167938931298e-09
ENST00000439741	synonymous	1532	206.0	5.280277415143603e-09
ENST00000439742	missense	1309	174.0	7.397173414820473e-09
ENST00000439742	nonsense	74	5.0	5.4687567567567564e-09
ENST00000439742	synonymous	462	87.0	8.750021645021645e-09
ENST00000439765	missense	2554	287.0	5.465090054815975e-09
ENST00000439765	nonsense	129	12.0	5.143790697674419e-09
ENST00000439765	synonymous	926	153.0	7.534913606911448e-09
ENST00000439858	missense	1360	166.0	7.63623455882353e-09
ENST00000439858	nonsense	47	5.0	4.170276595744681e-09
ENST00000439858	synonymous	555	85.0	9.805482882882883e-09
ENST00000439958	missense	2998	271.0	5.719461974649766e-09
ENST00000439958	nonsense	131	0.0	8.379404580152671e-09
ENST00000439958	synonymous	1020	115.0	5.345363725490196e-09
ENST00000439977	missense	2572	238.0	4.361061819595646e-09
ENST00000439977	nonsense	136	7.0	5.316698529411765e-09
ENST00000439977	synonymous	802	95.0	5.606881546134663e-09
ENST00000439986	missense	2605	320.0	5.466045681381957e-09
ENST00000439986	nonsense	166	8.0	4.04971686746988e-09
ENST00000439986	synonymous	874	156.0	6.754328375286041e-09
ENST00000440137	missense	764	0.0	5.127077225130891e-09
ENST00000440137	nonsense	57	0.0	5.4817543859649116e-09
ENST00000440137	synonymous	223	0.0	6.320031390134529e-09
ENST00000440215	missense	2063	1.0	5.413184682501211e-09
ENST00000440215	nonsense	116	0.0	3.250594827586207e-09
ENST00000440215	synonymous	638	0.0	7.229916927899687e-09
ENST00000440232	missense	7142	832.0	8.475496639596751e-09
ENST00000440232	nonsense	328	20.0	4.772060975609756e-09
ENST00000440232	synonymous	2484	478.0	1.154719041867955e-08
ENST00000440238	missense	3950	434.0	6.1711273417721514e-09
ENST00000440238	nonsense	180	18.0	6.3804277777777786e-09
ENST00000440238	synonymous	1306	211.0	8.498457120980092e-09
ENST00000440314	missense	4825	484.0	4.873140725388601e-09
ENST00000440314	nonsense	291	21.0	3.6595601374570445e-09
ENST00000440314	synonymous	1454	204.0	7.010428473177442e-09
ENST00000440367	missense	2840	342.0	4.361092957746479e-09
ENST00000440367	nonsense	200	20.0	6.307070000000001e-09
ENST00000440367	synonymous	785	102.0	5.663174522292993e-09
ENST00000440378	missense	3413	275.0	4.150050981541166e-09
ENST00000440378	nonsense	219	12.0	5.8347625570776255e-09
ENST00000440378	synonymous	1012	123.0	5.033371541501977e-09
ENST00000440411	missense	7909	615.0	4.810108484005563e-09
ENST00000440411	nonsense	406	27.0	5.540423645320197e-09
ENST00000440411	synonymous	2458	284.0	5.498008950366151e-09
ENST00000440460	missense	4496	414.0	4.7196803825622776e-09
ENST00000440460	nonsense	290	22.0	5.933158620689655e-09
ENST00000440460	synonymous	1352	161.0	5.843575443786982e-09
ENST00000440480	missense	1910	268.0	5.0409890052356025e-09
ENST00000440480	nonsense	60	4.0	4.420666666666667e-09
ENST00000440480	synonymous	766	176.0	6.922477806788512e-09
ENST00000440486	missense	5213	645.0	7.615039900249377e-09
ENST00000440486	nonsense	218	8.0	4.779743119266054e-09
ENST00000440486	synonymous	1814	454.0	1.2246774531422272e-08
ENST00000440582	missense	1535	169.0	4.491171986970684e-09
ENST00000440582	nonsense	77	10.0	3.810753246753247e-09
ENST00000440582	synonymous	494	67.0	5.718184210526316e-09
ENST00000440739	missense	1001	120.0	7.939684315684316e-09
ENST00000440739	nonsense	72	4.0	4.388569444444445e-09
ENST00000440739	synonymous	304	55.0	6.90153947368421e-09
ENST00000440790	missense	1798	0.0	3.842143492769744e-09
ENST00000440790	nonsense	148	0.0	2.84625e-09
ENST00000440790	synonymous	466	0.0	5.562090128755364e-09
ENST00000440859	missense	3236	325.0	4.527892768850433e-09
ENST00000440859	nonsense	172	1.0	7.4385406976744186e-09
ENST00000440859	synonymous	1002	130.0	4.695302395209581e-09
ENST00000440863	missense	3056	350.0	6.009659031413613e-09
ENST00000440863	nonsense	156	15.0	6.514833333333334e-09
ENST00000440863	synonymous	1027	156.0	7.284978578383642e-09
ENST00000440869	missense	4171	397.0	4.511592903380484e-09
ENST00000440869	nonsense	251	15.0	7.041828685258964e-09
ENST00000440869	synonymous	1374	177.0	5.909818777292577e-09
ENST00000440928	missense	3288	207.0	4.678161800486619e-09
ENST00000440928	nonsense	234	8.0	4.7874615384615385e-09
ENST00000440928	synonymous	924	115.0	7.073443722943723e-09
ENST00000440940	missense	4545	509.0	4.440012761276128e-09
ENST00000440940	nonsense	280	21.0	5.046185714285715e-09
ENST00000440940	synonymous	1448	223.0	6.077580110497237e-09
ENST00000440944	missense	4403	601.0	7.780002498296617e-09
ENST00000440944	nonsense	199	15.0	5.492236180904523e-09
ENST00000440944	synonymous	1464	311.0	1.3194362704918032e-08
ENST00000440960	missense	1130	118.0	4.886073451327433e-09
ENST00000440960	nonsense	58	5.0	4.574758620689655e-09
ENST00000440960	synonymous	351	56.0	7.32237321937322e-09
ENST00000440978	missense	4147	318.0	5.847918736435978e-09
ENST00000440978	nonsense	194	3.0	5.500711340206186e-09
ENST00000440978	synonymous	1311	218.0	9.966909229595728e-09
ENST00000441012	missense	2937	286.0	5.889914538644876e-09
ENST00000441012	nonsense	139	8.0	4.504561151079137e-09
ENST00000441012	synonymous	938	146.0	6.811118336886994e-09
ENST00000441065	missense	1748	181.0	4.8109736842105266e-09
ENST00000441065	nonsense	89	7.0	5.117415730337079e-09
ENST00000441065	synonymous	521	70.0	6.7799443378119004e-09
ENST00000441076	missense	1880	70.0	4.2164473404255315e-09
ENST00000441076	nonsense	135	0.0	2.642748148148148e-09
ENST00000441076	synonymous	568	45.0	5.5266038732394366e-09
ENST00000441174	missense	2682	274.0	3.991158090976883e-09
ENST00000441174	nonsense	152	7.0	4.72108552631579e-09
ENST00000441174	synonymous	856	108.0	4.972001168224299e-09
ENST00000441178	missense	1525	147.0	4.333561967213114e-09
ENST00000441178	nonsense	73	8.0	5.450315068493151e-09
ENST00000441178	synonymous	445	60.0	6.125703370786516e-09
ENST00000441222	missense	2452	145.0	4.4828156606851555e-09
ENST00000441222	nonsense	161	2.0	3.2569254658385095e-09
ENST00000441222	synonymous	672	91.0	6.841569940476191e-09
ENST00000441223	missense	1191	125.0	3.897785894206549e-09
ENST00000441223	nonsense	75	9.0	3.203013333333334e-09
ENST00000441223	synonymous	354	56.0	4.790858757062147e-09
ENST00000441236	missense	4591	527.0	5.67760792855587e-09
ENST00000441236	nonsense	240	26.0	4.617758333333333e-09
ENST00000441236	synonymous	1388	253.0	9.598882564841498e-09
ENST00000441259	missense	3596	456.0	6.535122636262514e-09
ENST00000441259	nonsense	157	27.0	4.840076433121019e-09
ENST00000441259	synonymous	1233	207.0	8.85579805352798e-09
ENST00000441310	missense	6217	589.0	3.7630651439601096e-09
ENST00000441310	nonsense	444	26.0	3.935056306306307e-09
ENST00000441310	synonymous	1718	205.0	5.076259022118743e-09
ENST00000441322	missense	2687	121.0	6.006461109043543e-09
ENST00000441322	nonsense	140	6.0	1.3170735714285715e-08
ENST00000441322	synonymous	917	37.0	5.974936750272628e-09
ENST00000441330	missense	1866	0.0	7.725650053590567e-09
ENST00000441330	nonsense	90	0.0	4.852555555555555e-09
ENST00000441330	synonymous	627	0.0	1.4158379585326953e-08
ENST00000441339	missense	1987	254.0	5.9750362355309515e-09
ENST00000441339	nonsense	82	6.0	5.8696097560975605e-09
ENST00000441339	synonymous	739	112.0	6.404182679296346e-09
ENST00000441366	missense	4496	419.0	5.140378336298932e-09
ENST00000441366	nonsense	248	21.0	5.639758064516129e-09
ENST00000441366	synonymous	1466	192.0	6.747669849931787e-09
ENST00000441448	missense	2020	184.0	4.0996465346534655e-09
ENST00000441448	nonsense	135	3.0	3.901407407407408e-09
ENST00000441448	synonymous	590	81.0	5.681906779661017e-09
ENST00000441493	missense	13082	1416.0	6.159116954594098e-09
ENST00000441493	nonsense	725	20.0	5.053393103448276e-09
ENST00000441493	synonymous	4202	690.0	9.031506663493574e-09
ENST00000441508	missense	861	125.0	7.550925667828107e-09
ENST00000441508	nonsense	24	3.0	7.014541666666667e-09
ENST00000441508	synonymous	303	62.0	9.443887788778877e-09
ENST00000441525	missense	3976	308.0	4.564524144869215e-09
ENST00000441525	nonsense	236	14.0	4.735906779661017e-09
ENST00000441525	synonymous	1179	149.0	6.141772688719254e-09
ENST00000441545	missense	2670	291.0	5.487146816479401e-09
ENST00000441545	nonsense	127	16.0	7.051874015748032e-09
ENST00000441545	synonymous	992	121.0	5.897420362903226e-09
ENST00000441594	missense	3284	354.0	5.515764920828258e-09
ENST00000441594	nonsense	157	19.0	6.65303821656051e-09
ENST00000441594	synonymous	1086	151.0	7.11688305709024e-09
ENST00000441788	missense	3191	269.0	7.697238483234095e-09
ENST00000441788	nonsense	151	2.0	4.151e-09
ENST00000441788	synonymous	1086	215.0	1.178079097605893e-08
ENST00000441802	missense	30337	3404.0	5.044532946566898e-09
ENST00000441802	nonsense	1619	76.0	4.286231006794318e-09
ENST00000441802	synonymous	9327	1400.0	8.365753618526858e-09
