enst	hgnc	ensg	non_distal_n_exp	non_distal_n_obs	non_distal_z	non_distal_p	non_long_exon_n_exp	non_long_exon_n_obs	non_long_exon_z	non_long_exon_p	non_nmd_n_exp	non_nmd_n_obs	non_nmd_z	non_nmd_p	pli	loeuf	constrained_region
ENST00000301295	NLRP4	ENSG00000160505	1.28	0.0	-1.176740506104751	0.1196495475685434	14.48	5.0	-2.6157483979601808	0.0044516067898562	17.78	5.0	-3.1775982813671133	0.0007425017486843	3.1842e-09	0.776	nmd
ENST00000502935	XPNPEP1	ENSG00000108039	3.36	2.0	-0.7958529933757084	0.2130587429325193	0.0	0.0			17.75	5.0	-3.1771384965337224	0.0007436799456019	0.33296	0.399	nmd
ENST00000376261	GAD2	ENSG00000136750	2.41	0.0	-1.621029674985209	0.0525056373126163	0.0	0.0			17.73	5.0	-3.174671895054384	0.0007500300638011	0.75083	0.372	nmd
ENST00000352967	TAF1A	ENSG00000143498	1.88	0.0	-1.4119126846829246	0.0789878361590287	0.0	0.0			17.66	5.0	-3.1590030837806067	0.0007915490763596	9.3324e-10	1.02	nmd
ENST00000259154	KCTD3	ENSG00000136636	6.49	3.0	-1.4206894248019908	0.0777035341201219	0.0	0.0			17.69	5.0	-3.157323974612047	0.0007961216799559	0.1013	0.412	nmd
ENST00000682872	BANP	ENSG00000172530	2.27	0.0	-1.6600369645218342	0.0484535082537835	0.0	0.0			17.06	5.0	-3.1222123964758604	0.0008974869476276			nmd
ENST00000674977	POLR2A	ENSG00000181222	5.14	1.0	-1.8970537263050724	0.0289104237962362	4.69	0.0	-2.26464816063574	0.011767139498831	44.01	6.0	-6.010616958195823	9.240930816149007e-10			nmd
ENST00000650285	IGF1R	ENSG00000140443	4.66	7.0	1.1416084816107066	0.873191601536372	1.15	0.0	-1.1350204750521016	0.128183369798741	41.27	6.0	-5.777806107976823	3.784047462273597e-09			nmd
ENST00000679008	ZC3H13	ENSG00000123200	2.7	1.0	-1.0801329584504515	0.1400414885500438	14.01	4.0	-2.7929893979535034	0.002611170177551	37.35	6.0	-5.323701983631537	5.0838217820181164e-08			nmd
ENST00000643116	AP3D1	ENSG00000065000	1.28	0.0	-1.1723489608616835	0.1205284910017504	0.0	0.0			35.58	6.0	-5.207668273815057	9.561419781317803e-08			nmd
ENST00000377191	XRN2	ENSG00000088930	2.01	3.0	0.7256675217454994	0.7659786916244545	0.0	0.0			30.37	6.0	-4.628543377152636	1.841233682268694e-06	0.34851	0.355	nmd
ENST00000559471	SECISBP2L	ENSG00000138593	9.71	1.0	-2.933668666309773	0.0016749079657338	0.0	0.0			29.37	6.0	-4.506055219027876	3.302195378316048e-06	0.285	0.374	nmd
ENST00000219689	USP31	ENSG00000103404	14.36	5.0	-2.5781637455117945	0.0049663458843083	0.61	0.0	-0.8300487443600867	0.2032556123451918	27.54	6.0	-4.325466301537909	7.610476860311997e-06	0.062141	0.4	nmd
ENST00000617285	HYOU1	ENSG00000149428	2.05	1.0	-0.7711589143720365	0.2203063718149226	0.0	0.0			27.49	6.0	-4.299550196829484	8.557255497477648e-06			nmd
ENST00000672756	AFF3	ENSG00000144218	2.56	0.0	-1.715206022667868	0.0431537305314041	7.18	1.0	-2.4192633615906267	0.0077759879598331	27.42	6.0	-4.293931657179759	8.776826461192665e-06			nmd
ENST00000261646	SREBF1	ENSG00000072310	1.73	1.0	-0.5820059098093081	0.280281350086033	0.0	0.0			26.99	6.0	-4.292088567131963	8.850015825723864e-06	0.18844	0.406	nmd
ENST00000379705	TRPC4	ENSG00000133107	8.52	5.0	-1.2577307629021406	0.1042445714126014	0.88	0.0	-0.9730802076447508	0.1652567200400629	26.78	6.0	-4.224501481914139	1.1973513808060064e-05	0.46462	0.375	nmd
ENST00000474796	MAP7D1	ENSG00000116871	0.59	0.0	-0.8083802237692967	0.209435866465095	0.0	0.0			26.55	6.0	-4.205045764628295	1.3051466685221996e-05			nmd
ENST00000538872	IQSEC3	ENSG00000120645	4.52	3.0	-0.7592040702983995	0.2238652457997456	6.98	3.0	-1.607875149397471	0.0539312627263282	25.42	6.0	-4.0803278642686704	2.248611134223683e-05	0.0038704	0.469	nmd
ENST00000359062	PDE3A	ENSG00000172572	5.12	1.0	-1.9124761681161	0.0279075732718175	3.96	4.0	0.0206266275857578	0.5082282503797463	25.07	6.0	-3.98646631484248	3.3532322000660514e-05	0.00019291	0.515	nmd
ENST00000554752	MAP3K9	ENSG00000006432	4.79	2.0	-1.357948243014184	0.0872400538937651	3.65	1.0	-1.454254913978782	0.0729378226789194	23.85	6.0	-3.851849237754222	5.861459584415452e-05	0.071921	0.421	nmd
ENST00000335613	VWCE	ENSG00000167992	4.79	5.0	0.0991887421142352	0.5395057933650815	0.23	0.0	-0.5056071117375193	0.3065662440452132	22.9	6.0	-3.7241074164768304	9.800373153437152e-05	3.0509e-12	0.796	nmd
ENST00000471841	MFN1	ENSG00000171109	1.95	2.0	0.0391368240195963	0.5156093489371647	0.0	0.0			23.07	6.0	-3.716072811897526	0.0001011716471484	2.5118e-10	0.796	nmd
ENST00000307790	ASCC2	ENSG00000100325	1.61	0.0	-1.3173553324185798	0.0938597729748547	0.0	0.0			22.78	6.0	-3.71464942050572	0.0001017428025457	0.031027	0.446	nmd
ENST00000381685	NOL10	ENSG00000115761	2.84	3.0	0.0993590531820573	0.5395734036684363	0.0	0.0			22.76	6.0	-3.6560166324051946	0.0001280823707683	0.050667	0.431	nmd
ENST00000367324	PKP1	ENSG00000081277	0.0	0.0			0.0	0.0			22.19	6.0	-3.6248825143890966	0.0001445464215539	0.0097729	0.509	nmd
ENST00000652176	BICD1	ENSG00000151746	1.85	1.0	-0.6715117157365565	0.2509472992639588	8.73	1.0	-2.7254837196030857	0.0032103671435688	22.35	6.0	-3.61354523836031	0.0001510193139695			nmd
ENST00000645722	ARHGAP26	ENSG00000145819	1.88	0.0	-1.4539878389641523	0.0729748389122081	0.0	0.0			22.31	6.0	-3.6117009552722568	0.0001520976145505			nmd
ENST00000368474	ADAR	ENSG00000160710	3.09	1.0	-1.2379562224371254	0.1078661468237131	11.75	9.0	-0.8431522115647817	0.1995716606463377	22.26	6.0	-3.602549119820038	0.0001575559157171	0.026282	0.42	nmd
ENST00000225916	KAT2A	ENSG00000108773	3.09	0.0	-1.841022073828054	0.0328091619947169	0.0	0.0			21.76	6.0	-3.5476662735704134	0.0001943301714506	0.57331	0.374	nmd
ENST00000447944	PNPT1	ENSG00000138035	2.53	1.0	-1.006977758758811	0.1569727312118269	0.0	0.0			21.86	6.0	-3.531572133776862	0.0002065485875705	0.00040072	0.475	nmd
ENST00000324198	GRK3	ENSG00000100077	2.65	0.0	-1.7012587407788222	0.0444472059524724	0.0	0.0			21.66	6.0	-3.5192841335202494	0.0002163565061872	0.71059	0.36	nmd
ENST00000335509	TPCN1	ENSG00000186815	3.51	2.0	-0.8641725244312783	0.1937465616001979	0.0	0.0			21.38	6.0	-3.511772815561128	0.0002225641671293	0.0074276	0.436	nmd
ENST00000217026	MYBL2	ENSG00000101057	1.64	1.0	-0.536732092750674	0.2957263422834907	0.19	0.0	-0.4777492316438326	0.3164143496275904	20.92	6.0	-3.445604814292747	0.0002848914752138	0.12226	0.437	nmd
ENST00000278612	NPAT	ENSG00000149308	1.37	1.0	-0.3259468283123387	0.37223229241144	21.33	11.0	-2.3326777831871457	0.0098325315442243	21.11	6.0	-3.437538065278793	0.0002935141015163	0.28233	0.367	nmd
ENST00000327628	TRAK1	ENSG00000182606	6.04	3.0	-1.2981567636199325	0.0971167359805311	0.0	0.0			20.96	6.0	-3.434013583559138	0.0002973571963018	0.00037311	0.519	nmd
ENST00000326181	TRAF7	ENSG00000131653	0.63	2.0	1.8282717860626356	0.9662456140074268	0.0	0.0			20.61	6.0	-3.405580773510532	0.0003301173958392	0.021819	0.456	nmd
ENST00000322893	KCNH5	ENSG00000140015	11.89	10.0	-0.5756493382316887	0.2824261125567847	0.2	0.0	-0.4569318915830415	0.323860000227127	20.77	6.0	-3.3964119983273706	0.0003413775381284	0.019692	0.442	nmd
ENST00000254488	SLC6A11	ENSG00000132164	1.83	0.0	-1.418312909285064	0.0780497147011446	0.0	0.0			20.44	6.0	-3.3777103504482366	0.0003654601309901	4.83e-05	0.64	nmd
ENST00000403687	RASGRP3	ENSG00000152689	0.89	1.0	0.1206477940583611	0.5480149944381346	0.0	0.0			20.66	6.0	-3.374664746725973	0.0003695283232206	0.0091132	0.512	nmd
ENST00000345728	FERMT3	ENSG00000149781	3.27	0.0	-1.9473673790941457	0.025745353005574	0.0	0.0			20.3	6.0	-3.37386856182688	0.0003705987478913	0.004795	0.509	nmd
ENST00000368099	CFAP45	ENSG00000213085	1.02	0.0	-1.0458170365188342	0.1478227569591781	0.0	0.0			20.46	6.0	-3.36531852983824	0.0003822767040545	5.5417e-14	0.998	nmd
ENST00000263433	PPP1R12C	ENSG00000125503	0.86	0.0	-0.9586865634342968	0.1688583347139549	0.0	0.0			20.08	6.0	-3.3207437979079537	0.000448889548686	0.086713	0.431	nmd
ENST00000309415	SH3RF3	ENSG00000172985	2.65	0.0	-1.7186312147030955	0.0428407720716934	0.14	0.0	-0.391404297961752	0.3477492079543328	19.72	6.0	-3.2639214786524904	0.0005494080686227	0.028368	0.527	nmd
ENST00000221891	APLP1	ENSG00000105290	1.94	2.0	0.0480651135959722	0.5191678253138835	0.0	0.0			19.34	6.0	-3.2240271635993363	0.0006320070451525	0.12235	0.437	nmd
ENST00000309241	PPARGC1B	ENSG00000155846	2.78	2.0	-0.4912050668553811	0.3116407078164018	13.31	1.0	-3.573458688142006	0.0001761484231302	19.56	6.0	-3.219431275189085	0.0006422257259809	0.50321	0.371	nmd
ENST00000265678	RPS6KA2	ENSG00000071242	1.56	1.0	-0.4722810609305292	0.3183630934010607	0.0	0.0			19.39	6.0	-3.1932556703153514	0.0007033916539843	0.02261	0.438	nmd
ENST00000326495	SSH1	ENSG00000084112	9.79	10.0	0.0706426194584159	0.5281589051501577	1.95	2.0	0.0408868038954971	0.5163069311915219	18.99	6.0	-3.1429904469998187	0.0008361564884264	0.00033003	0.523	nmd
ENST00000368468	MAN1A1	ENSG00000111885	2.22	0.0	-1.5595148721224146	0.0594372836861919	0.1	0.0	-0.3225174527010335	0.3735303591000064	19.13	6.0	-3.1416581329399222	0.0008399703177473	0.11123	0.462	nmd
ENST00000327564	LRRC37B	ENSG00000185158	1.13	0.0	-1.100457322423784	0.135566457319363	14.37	5.0	-2.6096881193775334	0.0045312401483676	19.1	6.0	-3.1396235106553148	0.00084582543534	0.0073852	0.47	nmd
ENST00000326724	AATK	ENSG00000181409	0.69	0.0	-0.8624900019500426	0.1942089662739905	22.45	16.0	-1.4442397305328745	0.0743357762759712	18.79	6.0	-3.133765533545152	0.00086289347113	0.20634	0.403	nmd
ENST00000407847	PRDM6	ENSG00000061455	1.89	3.0	0.8498312347763713	0.8022905393309663	0.3	0.0	-0.58260743498173	0.2800787995713982	18.5	6.0	-3.10759685981092	0.0009430758309031	0.60835	0.424	nmd
ENST00000560601	ACAN	ENSG00000157766	1.79	1.0	-0.6277305074847189	0.2650902483264725	31.35	5.0	-4.899403632940136	4.806399196167388e-07	42.89	7.0	-5.808396607978218	3.1536980468229463e-09	0.40451	0.672	nmd
ENST00000611957	GOLGA2	ENSG00000167110	3.21	0.0	-1.9127515122740948	0.0278899355935722	0.0	0.0			40.43	7.0	-5.556476384246277	1.3763747210569397e-08			nmd
ENST00000679501	TCERG1	ENSG00000113649	2.62	0.0	-1.67699781370459	0.046771454685225	0.86	0.0	-0.9650262278643984	0.1672658375675066	37.04	7.0	-5.179062951372808	1.11501606737701e-07			nmd
ENST00000684848	JAKMIP3	ENSG00000188385	0.0	0.0			1.28	2.0	0.6720064796415047	0.7492102143681545	33.39	7.0	-4.807762596766436	7.631443143549036e-07			nmd
ENST00000319562	FARP1	ENSG00000152767	1.74	2.0	0.2077133115869432	0.5822735883883247	0.0	0.0			31.68	7.0	-4.618831156931548	1.929538534183519e-06	5.0676e-06	0.509	nmd
ENST00000453304	UNC5C	ENSG00000182168	2.56	1.0	-1.023944634310114	0.1529307132372245	0.0	0.0			28.82	7.0	-4.2777956672702695	9.437658002370684e-06	0.0008813	0.492	nmd
ENST00000527911	DGKZ	ENSG00000149091	2.95	0.0	-1.8343816634469745	0.0332986797826242	0.0	0.0			27.82	7.0	-4.173273026761951	1.5012738431866733e-05	0.38241	0.353	nmd
ENST00000075322	ENPP2	ENSG00000136960	2.49	1.0	-0.991948094037293	0.1606114232330542	0.0	0.0			26.53	7.0	-3.957681040284952	3.7840461593581375e-05	0.14439	0.382	nmd
ENST00000163416	GOLGA5	ENSG00000066455	1.46	0.0	-1.2693638930522233	0.1021556539312006	0.0	0.0			25.6	7.0	-3.8541378382518383	5.806907776953797e-05	5.9628e-05	0.527	nmd
ENST00000683076	MAP4	ENSG00000047849	0.94	1.0	0.0710530605368259	0.5283222370186585	37.79	19.0	-3.180303297365019	0.0007356049090146	25.71	7.0	-3.8386952179673752	6.184492578217888e-05			nmd
ENST00000381815	GART	ENSG00000159131	2.8	0.0	-1.7594339682741045	0.0392519133052253	0.0	0.0			25.46	7.0	-3.815598935761791	6.792650458419092e-05	0.00027711	0.504	nmd
ENST00000325954	RNF10	ENSG00000022840	1.4	0.0	-1.2265263186171709	0.1100003387312999	0.0	0.0			24.9	7.0	-3.761011757813341	8.461373710043998e-05	0.16406	0.411	nmd
ENST00000307712	SEC23A	ENSG00000100934	1.91	0.0	-1.45922626924412	0.0722514204346565	0.0	0.0			24.71	7.0	-3.7388187781389615	9.244347104005354e-05	1.0698e-11	0.741	nmd
ENST00000377838	ZFAT	ENSG00000066827	4.2	3.0	-0.628817496636549	0.2647342719988073	11.55	3.0	-2.633020307222259	0.004231464359363	24.8	7.0	-3.7291463918046177	9.606475729108052e-05	1.275e-08	0.629	nmd
ENST00000444659	DTNA	ENSG00000134769	0.23	0.0	-0.5045245738545849	0.3069463990712153	0.0	0.0			24.25	7.0	-3.677689133345449	0.0001176782756683	0.55178	0.367	nmd
ENST00000617257	ESF1	ENSG00000089048	4.57	0.0	-2.2210073330800792	0.0131752323598406	0.84	1.0	0.1849955108424173	0.5733837216841748	24.45	7.0	-3.667546982831433	0.0001224442816142			nmd
ENST00000264399	PRKG2	ENSG00000138669	2.41	0.0	-1.6282009608636163	0.0517411405635308	0.0	0.0			23.6	7.0	-3.567977198857811	0.0001798739004059	0.64685	0.366	nmd
ENST00000370859	SLC44A5	ENSG00000137968	1.99	6.0	2.96951431966826	0.9985086454476226	0.0	0.0			23.38	7.0	-3.551107901906489	0.0001918065553502	6.1683e-05	0.526	nmd
ENST00000330198	LMLN	ENSG00000185621	1.27	1.0	-0.2571278613008532	0.3985400351119835	0.0	0.0			22.56	7.0	-3.4354685054401224	0.0002957651074682	7.3281e-13	0.867	nmd
ENST00000621039	GRIP2	ENSG00000144596	1.05	1.0	-0.0518461827175444	0.4793256282616226	0.0	0.0			22.48	7.0	-3.433789071913673	0.0002976035837237			nmd
ENST00000374391	ALOX5	ENSG00000012779	3.17	3.0	-0.1027179526234184	0.4590934124396919	0.0	0.0			21.95	7.0	-3.3885637376395814	0.0003512984881803	1.2059e-06	0.636	nmd
ENST00000262406	RGS9	ENSG00000108370	2.22	0.0	-1.567461718626309	0.0585034037279146	0.44	0.0	-0.7070370303195337	0.2397717329823622	21.94	7.0	-3.3574241364713107	0.0003933616467801	1.1251e-14	0.847	nmd
ENST00000357182	ZMYM6	ENSG00000163867	25.23	17.0	-1.7024940832082835	0.0443313933477857	0.0	0.0			22.12	7.0	-3.346754276871776	0.000408818263599	6.2703e-13	0.693	nmd
ENST00000298351	TMEM63C	ENSG00000165548	2.85	1.0	-1.1566224489521462	0.1237133231978632	0.0	0.0			21.78	7.0	-3.340475564399907	0.0004181752010093	0.24344	0.398	nmd
ENST00000435680	MTMR10	ENSG00000166912	7.62	5.0	-0.9949614925153074	0.1598774966268913	0.0	0.0			21.8	7.0	-3.3273179838252047	0.0004384312591984	1.8913e-07	0.675	nmd
ENST00000683351	ADD1	ENSG00000087274	2.34	4.0	1.120814729401101	0.86881663345865	0.0	0.0			21.38	7.0	-3.2609274452684254	0.000555242256641			nmd
ENST00000392185	SNX9	ENSG00000130340	1.66	1.0	-0.5516258301328193	0.2906023677968636	0.0	0.0			21.18	7.0	-3.24075339671183	0.000596071326441	0.7061	0.369	nmd
ENST00000257189	DSG3	ENSG00000134757	6.11	5.0	-0.4718205558498884	0.3185274386457413	0.0	0.0			21.3	7.0	-3.2332356307429566	0.0006119828140521	1.4584e-20	1.09	nmd
ENST00000309100	MAP3K11	ENSG00000173327	4.6	3.0	-0.796096483078579	0.2129879790860233	2.93	0.0	-1.844204412227193	0.0325766777990716	20.66	7.0	-3.202188351115289	0.0006819389447995	0.010875	0.479	nmd
ENST00000518318	POU6F2	ENSG00000106536	6.0	4.0	-0.8572573512834171	0.1956513365262406	0.0	0.0			20.28	7.0	-3.1789989020318097	0.0007389232548649	0.0011949	0.568	nmd
ENST00000425042	HID1	ENSG00000167861	2.3	2.0	-0.2128409972542076	0.4157254925631826	0.0	0.0			20.6	7.0	-3.1725874030223498	0.0007554353695076	0.026841	0.471	nmd
ENST00000263125	PRKCQ	ENSG00000065675	1.9	0.0	-1.4380434264618314	0.0752108664531019	0.0	0.0			20.68	7.0	-3.14895082738897	0.0008192888214389	0.2972	0.391	nmd
ENST00000402558	KIF24	ENSG00000186638	1.82	3.0	0.9153251357254868	0.819989516372021	21.93	6.0	-3.5743752159711795	0.0001755325947019	20.58	7.0	-3.139445887193228	0.0008463383675143	1.3904e-17	0.885	nmd
ENST00000445609	NPHP1	ENSG00000144061	4.95	3.0	-0.9238266578040928	0.177788286725079	0.0	0.0			20.3	7.0	-3.0918157032357425	0.0009946815839578	4.0063e-14	0.897	nmd
ENST00000617924	THBS2	ENSG00000186340	1.11	0.0	-1.1055808705306804	0.1344539866958934	0.4	0.0	-0.6621256987378884	0.2539453336297669	43.26	8.0	-5.704312906238664	5.840665965691886e-09			nmd
ENST00000375645	ATP11A	ENSG00000068650	0.16	1.0	2.277825322457117	0.9886315065110252	0.0	0.0			40.27	8.0	-5.35837100383625	4.1987830657137693e-08	4.0487e-06	0.467	nmd
ENST00000610761	MAPK8IP3	ENSG00000138834	2.09	1.0	-0.7984572626560704	0.2123025922869336	0.0	0.0			39.92	8.0	-5.354358996781287	4.293012198817477e-08			nmd
ENST00000356763	PIK3R4	ENSG00000196455	2.37	0.0	-1.6250329687000864	0.0520777670810964	4.66	0.0	-2.257956526904976	0.0119741849468335	37.72	8.0	-5.072451672556228	1.963614451336748e-07	0.024537	0.39	nmd
ENST00000361466	MYBPC1	ENSG00000196091	0.23	0.0	-0.4891864230368184	0.3123548603639845	0.0	0.0			37.23	8.0	-5.00579450255794	2.781604186825875e-07	0.00041655	0.432	nmd
ENST00000686636	ADGRL2	ENSG00000117114	7.35	2.0	-2.061527273068575	0.019626382154329	5.31	0.0	-2.4091529431591185	0.0079947978407732	36.85	8.0	-4.980028814250353	3.178740349545535e-07			nmd
ENST00000261842	AP4E1	ENSG00000081014	2.79	3.0	0.1331896772080584	0.5529783127468466	1.51	1.0	-0.4304286821538815	0.3334419174401437	35.49	8.0	-4.803658299945605	7.789630574063934e-07	0.0027529	0.431	nmd
ENST00000671191	SLMAP	ENSG00000163681	0.99	1.0	0.0090115909546829	0.5035950559870935	0.0	0.0			34.67	8.0	-4.742509748361023	1.0554333402562634e-06			nmd
ENST00000369287	CCDC186	ENSG00000165813	1.97	1.0	-0.7220683860665793	0.2351262168798108	1.01	1.0	-0.0150890268933559	0.4939805776187358	33.2	8.0	-4.554217294809525	2.62904917962846e-06	0.0013961	0.461	nmd
ENST00000313093	ARHGAP45	ENSG00000180448	4.67	3.0	-0.8236405833716413	0.205071904615375	0.0	0.0			31.66	8.0	-4.448466530446215	4.324276107919361e-06	0.50214	0.364	nmd
ENST00000551295	CNTN1	ENSG00000018236	0.89	1.0	0.1154252800867272	0.5459459788686397	0.0	0.0			31.3	8.0	-4.351714787143086	6.75384525453465e-06	0.15131	0.373	nmd
ENST00000366794	PARP1	ENSG00000143799	1.59	0.0	-1.318883653109436	0.0936040059773875	0.0	0.0			29.74	8.0	-4.160384854848649	1.5885588275250783e-05	0.00033366	0.479	nmd
ENST00000536226	CRNKL1	ENSG00000101343	3.29	0.0	-1.906935315709757	0.0282644821386971	0.0	0.0			28.32	8.0	-4.006349509379276	3.083219145218791e-05	0.00033762	0.499	nmd
ENST00000354464	IPO4	ENSG00000196497	1.25	0.0	-1.1739394317048106	0.120209643405811	0.0	0.0			27.92	8.0	-3.958923086980196	3.764423777608243e-05	1.0269e-18	0.852	nmd
ENST00000278742	ST14	ENSG00000149418	2.5	3.0	0.3400861568710966	0.6331041768245513	0.0	0.0			27.51	8.0	-3.9484356085590617	3.933178414257526e-05	0.56042	0.375	nmd
ENST00000393203	PTGFRN	ENSG00000134247	2.06	1.0	-0.7742390943772165	0.2193947066769914	0.69	0.0	-0.8822731637929703	0.1888145525586713	27.53	8.0	-3.946255567224952	3.969144091054626e-05	0.00047574	0.538	nmd
ENST00000682126	MAP4K5	ENSG00000012983	1.58	1.0	-0.4752595366043498	0.3173009980715526	0.0	0.0			27.55	8.0	-3.886979228608807	5.074971781111054e-05			nmd
ENST00000286355	ADCY8	ENSG00000155897	6.14	2.0	-1.751656861130757	0.0399164144344836	3.58	4.0	0.2356827938412384	0.5931605888222163	27.11	8.0	-3.8532952231128186	5.8269366889508406e-05	1.7766e-06	0.535	nmd
ENST00000254898	MATN2	ENSG00000132561	1.78	2.0	0.1717288700629458	0.5681746560258992	1.18	1.0	-0.1733129540845057	0.4312027209439031	27.04	8.0	-3.8256962176818736	6.52015089495525e-05	1.0975e-14	0.903	nmd
ENST00000397041	ATP2A3	ENSG00000074370	0.78	0.0	-0.9309113117792264	0.1759497213318378	0.26	0.0	-0.5296678127186496	0.2981711341386052	26.33	8.0	-3.791774904147672	7.478722831868095e-05	5.0265e-07	0.599	nmd
ENST00000203556	GMIP	ENSG00000089639	3.89	3.0	-0.4766378098943298	0.3168100273030801	0.0	0.0			25.95	8.0	-3.738860958974318	9.242796358398736e-05	1.8778e-10	0.711	nmd
ENST00000380525	CARS1	ENSG00000110619	2.62	2.0	-0.3987126212357098	0.3450524835078389	0.0	0.0			26.08	8.0	-3.714457024587279	0.0001018202360275	0.00040314	0.494	nmd
ENST00000616448	PARG	ENSG00000227345	2.23	2.0	-0.1619751649343336	0.4356627055519724	8.06	3.0	-1.8758732792658823	0.0303363412965629	25.81	8.0	-3.6746244687523726	0.000119099751091			nmd
ENST00000568954	PHLPP2	ENSG00000040199	11.23	5.0	-1.9467832405799272	0.0257803635229209	0.0	0.0			25.67	8.0	-3.6465828300118783	0.0001328754202765	1.2128e-06	0.524	nmd
ENST00000673822	DDHD1	ENSG00000100523	2.98	2.0	-0.5952951280603759	0.275823105981219	2.33	1.0	-0.9175523661791284	0.1794266327611903	25.5	8.0	-3.627305642601677	0.0001431971026627			nmd
ENST00000534313	SIPA1	ENSG00000213445	1.73	1.0	-0.5810150660031148	0.2806151497903902	2.12	2.0	-0.0865270825760436	0.4655237140095063	24.66	8.0	-3.5652481140997683	0.0001817560673857	0.0045822	0.511	nmd
ENST00000433060	AMOTL1	ENSG00000166025	0.94	0.0	-1.0022499859952918	0.1581114356702737	8.58	1.0	-2.772242591651413	0.0027835765130681	24.24	8.0	-3.472829409683161	0.0002575012921923	0.0018316	0.471	nmd
ENST00000333360	SELE	ENSG00000007908	0.69	2.0	1.668685431763674	0.9524101311034724	0.0	0.0			23.33	8.0	-3.336093920054744	0.0004248222728014	7.9058e-10	0.86	nmd
ENST00000348367	GPAM	ENSG00000119927	1.69	1.0	-0.5530305880299732	0.2901212325370015	0.0	0.0			23.38	8.0	-3.3325935086663643	0.0004302027572142	1.2373e-09	0.677	nmd
ENST00000361580	KIFAP3	ENSG00000075945	2.02	0.0	-1.488675357939884	0.0682864385006396	0.0	0.0			23.49	8.0	-3.32841901495939	0.000436701970762	1.5803e-05	0.543	nmd
ENST00000263918	STRN	ENSG00000115808	2.12	1.0	-0.8000108848277823	0.2118522453544639	0.0	0.0			23.22	8.0	-3.3084139424640338	0.0004691300791396	0.66061	0.365	nmd
ENST00000371568	ORC1	ENSG00000085840	2.54	0.0	-1.6730258826317757	0.0471611004300516	0.0	0.0			23.09	8.0	-3.288653533860695	0.0005033393076495	1.7297e-14	0.881	nmd
ENST00000296388	P3H1	ENSG00000117385	2.82	6.0	2.024917580099395	0.97856208595084	0.0	0.0			22.94	8.0	-3.2772474474123925	0.0005241222983611	3.4953e-20	1.155	nmd
ENST00000327040	PSD3	ENSG00000156011	2.7	1.0	-1.07107905148915	0.142066943286989	8.14	4.0	-1.521009933447916	0.0641286722826835	23.07	8.0	-3.271544048634252	0.0005348096231359	0.0094778	0.445	nmd
ENST00000402815	DGKB	ENSG00000136267	1.61	0.0	-1.3324201362606571	0.0913610844439611	0.0	0.0			22.98	8.0	-3.266223139038604	0.0005449616407138	0.50673	0.371	nmd
ENST00000378164	TAF2	ENSG00000064313	2.63	0.0	-1.6814559409329737	0.0463371937555302	0.0	0.0			36.3	9.0	-4.729005183678522	1.1281131195431155e-06	0.0025958	0.421	nmd
ENST00000361297	MAST2	ENSG00000086015	15.97	11.0	-1.3115253021035758	0.0948401755740317	0.0	0.0			35.33	9.0	-4.641756149715749	1.7273020740270266e-06	1.7079e-19	0.707	nmd
ENST00000341928	EPB41L3	ENSG00000082397	0.45	0.0	-0.6953748174047725	0.2434102189863701	1.42	1.0	-0.3641693534678444	0.3578657752073703	33.52	9.0	-4.4286280183198174	4.741721115466275e-06	4.3188e-05	0.477	nmd
ENST00000359600	ZSWIM5	ENSG00000162415	8.62	6.0	-0.9360331698517446	0.1746280548956753	0.41	0.0	-0.6715363312684808	0.2509394613961638	30.3	9.0	-4.084603114734503	2.2076108370169416e-05	0.03976	0.4	nmd
ENST00000314250	TNS2	ENSG00000111077	1.7	1.0	-0.5661800142453354	0.2856357073114762	11.65	5.0	-2.064386586917654	0.0194905385996289	30.07	9.0	-4.049910492143513	2.561861345631252e-05	8.0442e-06	0.468	nmd
ENST00000340126	SP100	ENSG00000067066	1.57	0.0	-1.3140519780292037	0.0944143565171471	0.0	0.0			30.2	9.0	-4.030404714312483	2.7840448911974272e-05	2.7583e-12	0.679	nmd
ENST00000687212	MAST3	ENSG00000099308	3.37	0.0	-1.9356685784493184	0.0264541526059345	0.0	0.0			29.59	9.0	-3.99315252706794	3.260029877439293e-05			nmd
ENST00000675795	CSF1R	ENSG00000182578	2.79	0.0	-1.7638911005033815	0.0388751577412758	0.0	0.0			28.77	9.0	-3.89581878362164	4.893377240664358e-05			nmd
ENST00000688720	SULF2	ENSG00000196562	2.29	1.0	-0.9133973952349744	0.1805167875094331	0.0	0.0			28.5	9.0	-3.8466344504972496	5.987571469906789e-05			nmd
ENST00000318006	VPS39	ENSG00000166887	1.12	0.0	-1.095339508890871	0.1366839623273003	0.0	0.0			27.86	9.0	-3.742742038935319	9.101153244045348e-05	1.7834e-11	0.684	nmd
ENST00000326448	IFT80	ENSG00000068885	2.85	1.0	-1.1460720117365597	0.1258826785611146	0.0	0.0			27.76	9.0	-3.733019329104623	9.459903467113888e-05	1.4059000000000002e-19	0.991	nmd
ENST00000652003	EPHB6	ENSG00000106123	1.71	1.0	-0.5746841806243665	0.2827524540805469	4.5	1.0	-1.7754189290964535	0.0379143703926419	26.99	9.0	-3.6757437631862193	0.0001185787344136			nmd
ENST00000617533	SEZ6L2	ENSG00000174938	0.7	0.0	-0.871419601336209	0.1917625435135248	0.0	0.0			26.8	9.0	-3.644087491887604	0.0001341710669819			nmd
