enst	hgnc	ensg	mis_n_pos	mis_prop_exp	mis_n_exp	mis_prop_obs	mis_n_obs	mis_oe	mis_oe_diff	mis_z	mis_p	non_n_pos	non_prop_exp	non_n_exp	non_prop_obs	non_n_obs	non_oe	non_oe_diff	non_z	non_p	syn_n_pos	syn_prop_exp	syn_n_exp	syn_prop_obs	syn_n_obs	syn_oe	syn_oe_diff	syn_z	syn_p
ENST00000304992	PRPF8	ENSG00000174231	15144	0.0986824535477777	1494.45	0.0482039091389329	730.0	0.4884740205426745	-0.4633925579568357	-20.82899143188961	1.181932365703867e-96	896	0.1021890733661865	91.56	0.015625	14.0	0.1529051987767584	-0.6530132302193368	-8.554546974723362	5.916626419137631e-18	4526	0.1320281904931775	597.56	0.1716747680070702	777.0	1.3002878372046325	0.3749860636852264	7.879103982935068	0.9999999999999984
ENST00000268712	NCOR1	ENSG00000141027	15710	0.0987790130709938	1551.82	0.0770846594525779	1211.0	0.7803740124498976	-0.1723932295506443	-9.11353399114319	3.987061191190897e-20	956	0.0891744564685005	85.25	0.0146443514644351	14.0	0.1642228739002932	-0.63318782311736	-8.085797169657614	3.0879447274532753e-16	4982	0.1150017915252998	572.94	0.1160176635889201	578.0	1.0088316403113764	0.0858625669512991	0.2247591496311417	0.588916676573392
ENST00000260818	DNAJC13	ENSG00000138246	14716	0.0959927263383234	1412.63	0.080592552324001	1186.0	0.839568747655083	-0.1108497136215834	-6.341841623948906	1.1351732477520661e-10	970	0.0808282078399797	78.4	0.0144329896907216	14.0	0.1785714285714285	-0.6092120980284301	-7.586524251967523	1.6430043496770802e-14	4326	0.1165496494681865	504.19	0.1141932501155802	494.0	0.979789365120292	0.0618321552106416	-0.4829982895251917	0.3145484753625255
ENST00000304743	PCNX1	ENSG00000100731	15178	0.0975413150407283	1480.48	0.0863750164712083	1311.0	0.885523613963039	-0.0660858784103416	-4.636695144798135	1.7701197791352545e-06	827	0.0874348923821448	72.31	0.0169286577992744	14.0	0.1936108422071636	-0.5862056045293654	-7.1780413666848935	3.535858304566531e-13	4808	0.11844719690008	569.49	0.1191763727121464	573.0	1.006163409366275	0.0832764153928633	0.1564688621646491	0.5621682693457726
ENST00000330494	CHD3	ENSG00000170004	12853	0.0997361255351654	1281.91	0.0534505562903602	687.0	0.5359190582802225	-0.4121406359079067	-17.512038561604815	5.798286110898791e-69	764	0.0916198086166882	70.0	0.0183246073298429	14.0	0.2	-0.576724768050269	-7.022531621142322	1.0894183534504788e-12	3950	0.1299273179918724	513.21	0.1291139240506329	510.0	0.9937452504822588	0.0744459079541894	-0.1520447670412195	0.4395758135457811
ENST00000396432	ARHGAP21	ENSG00000107863	12661	0.0965194044392193	1222.03	0.0852223363083484	1079.0	0.8829570468810095	-0.0637504419834065	-4.304602175553046	8.364303608047438e-06	810	0.0827723747012868	67.05	0.0172839506172839	14.0	0.2087994034302759	-0.5619547704234026	-6.764345446337393	6.695661199313055e-12	3897	0.1165004660585468	454.0	0.1131639722863741	441.0	0.9713656387665198	0.0578270299437466	-0.649214973271417	0.2580997174128385
ENST00000321063	PLXNA4	ENSG00000221866	12228	0.1001276344715738	1224.36	0.0669774288518155	819.0	0.6689209056159954	-0.2779437064625056	-12.212273050243128	1.336575022021658e-34	625	0.0945961020139346	59.12	0.0224	14.0	0.2368064952638701	-0.5206483284622009	-6.167312547188168	3.4730189779750756e-10	3760	0.1352800943080813	508.65	0.1478723404255319	556.0	1.0930895507716505	0.1739013819910758	2.2575763612822475	0.9880139581073528
ENST00000300850	ZNF646	ENSG00000167395	11768	0.1024537297003361	1205.68	0.095343303874915	1122.0	0.9305951828014066	-0.0159285237294439	-2.5436340524593075	0.0054852976158724	578	0.0963751059033585	55.7	0.0242214532871972	14.0	0.2513464991023339	-0.4990240444438643	-5.8782183315038505	2.0735285803909403e-09	3777	0.1309193678263877	494.48	0.131056393963463	495.0	1.0010516097718816	0.0832196037964303	0.0249657674860929	0.509958865659319
ENST00000326441	PEG3	ENSG00000198300	10534	0.0968073599878428	1019.77	0.0959749382950446	1011.0	0.991400021573492	0.0497294123710002	-0.2889320127911572	0.3863167026613938	651	0.082735649081957	53.86	0.021505376344086	14.0	0.2599331600445599	-0.4842915915490218	-5.671044973506448	7.096456524013389e-09	2894	0.1262358097067606	365.33	0.1230131306150656	356.0	0.9744614458161116	0.0703142148709042	-0.5220089135324347	0.3008320622353266
ENST00000316045	ZNF518A	ENSG00000177853	9806	0.0931474834832855	913.4	0.1019783805833163	1000.0	1.0948105977665863	0.1565674162861282	3.0088246217631216	0.9986886977067144	699	0.0746658917439989	52.19	0.0200286123032904	14.0	0.2682506227246599	-0.4707751259429305	-5.495626900467254	1.946624287189261e-08	2773	0.1166743258319935	323.54	0.136314460872701	378.0	1.1683254002596275	0.2707362413422808	3.2215978556072664	0.999362610388602
ENST00000231498	NUP155	ENSG00000113569	9061	0.0969060828623338	878.07	0.0848692197329213	769.0	0.875784390766112	-0.0613589977737863	-3.8731062357484607	5.372847939419991e-05	560	0.0896060238535688	50.18	0.025	14.0	0.2789956157831805	-0.4570066728189356	-5.352833513408221	4.329375490201426e-08	2776	0.1139171800057784	316.23	0.1235590778097982	343.0	1.0846535749296398	0.1884018549311209	1.5989706202180065	0.9450864345769774
ENST00000312912	KDM3A	ENSG00000115548	8618	0.0954411713253461	822.51	0.077512183801346	668.0	0.8121481805692332	-0.1228545107722763	-5.664645301106091	7.366448696581627e-09	553	0.087818367721963	48.56	0.0253164556962025	14.0	0.2883031301482702	-0.4430798623593904	-5.193050274709507	1.0343814504348492e-07	2571	0.116604670230271	299.79	0.1326332166472189	341.0	1.1374628906901496	0.2438567664030542	2.532267933760736	0.9943336320940224
ENST00000617928	CYFIP1	ENSG00000273749	8102	0.0981732269572818	795.4	0.0754134781535423	611.0	0.7681669600201156	-0.1658371331880367	-6.885024476348336	2.888879995248936e-12	473	0.1014939273201986	48.01	0.0295983086680761	14.0	0.2916059154342845	-0.4402563103388505	-5.177885686493533	1.1220733093638433e-07	2343	0.1350543974598813	316.43	0.1318822023047375	309.0	0.9765192933666214	0.078990530484312	-0.4492595103642766	0.326622231226889
ENST00000685551	PLCG1	ENSG00000124181	8324	0.098824507205278	822.62	0.0693176357520422	577.0	0.7014174223821449	-0.2337110069901994	-9.020948124861642	9.323418731286064e-20	471	0.10121688256827	47.67	0.0297239915074309	14.0	0.2936857562408223	-0.4371988058426732	-5.144218199724523	1.3431857936155022e-07	2485	0.1344245232426165	334.04	0.1376257545271629	342.0	1.0238294814992217	0.1235990545836196	0.4678304921539141	0.6800470934224176
ENST00000308893	TAOK2	ENSG00000149930	7679	0.1018320002537904	781.97	0.0770933715327516	592.0	0.7570622913922529	-0.1765125792486962	-7.168149101838914	3.8009243137431437e-13	416	0.1087958768403937	45.26	0.0336538461538461	14.0	0.3093239063190455	-0.4156437302278277	-4.921922611823403	4.284905199362926e-07	2721	0.1318747191971817	358.83	0.1422271223814774	387.0	1.0785051417105591	0.1749089627774611	1.5960021528456685	0.9447558436564508
ENST00000358517	PLEKHG1	ENSG00000120278	9060	0.0964353575918627	873.7	0.0839955849889624	761.0	0.8710083552706879	-0.0659619130058134	-4.011241213206538	3.02001799461256e-05	509	0.0894489710874294	45.53	0.0275049115913556	14.0	0.3074895673182517	-0.4153356792186148	-4.896871809180514	4.868715717963371e-07	2672	0.1268240726242803	338.87	0.1208832335329341	323.0	0.9531678814884764	0.0526579874760892	-0.9228142490483494	0.1780520069554464
ENST00000377307	ARHGAP39	ENSG00000147799	6974	0.1035681894102828	722.28	0.0990823057069113	691.0	0.9566926953536024	0.0257409264668241	-1.2294678033316149	0.1094482311081097	379	0.117797775169854	44.65	0.0369393139841688	14.0	0.3135498320268757	-0.4109359495447392	-4.883064474757297	5.222484953617501e-07	2172	0.1413450114268943	307.0	0.1606813996316758	349.0	1.1368078175895766	0.2404621088844564	2.5867572541029724	0.9951558090480364
ENST00000367649	RASAL2	ENSG00000075391	8321	0.0971375309755396	808.28	0.0817209470015623	680.0	0.8412926213688326	-0.0932019036718231	-4.748665553705343	1.0238161641110615e-06	470	0.0914757997692042	42.99	0.0297872340425531	14.0	0.3256571295650151	-0.3894285328980888	-4.639084084343397	1.7497832969316635e-06	2526	0.1242676298615249	313.9	0.1318289786223277	333.0	1.06084740363173	0.1643707046679421	1.1519966972701206	0.8753387847464389
ENST00000374518	BMS1	ENSG00000165733	8468	0.0952056151477566	806.2	0.0914029286726499	774.0	0.9600595385760357	0.0257196073012803	-1.192270269910359	0.1165776439582189	521	0.0807315578384838	42.06	0.0268714011516314	14.0	0.3328578221588207	-0.3773886458404068	-4.512774492926072	3.199252184150805e-06	2386	0.1227024206042458	292.77	0.1257334450963956	300.0	1.0246951531919255	0.1319852832444917	0.4512577094891789	0.6740980894825455
ENST00000622683	ARHGAP23	ENSG00000275832	9113	0.1068073394030983	973.34	0.0978821463842861	892.0	0.916432079232334	-0.0241948610449145	-2.758513926723283	0.0029032415482972	393	0.1032413978385842	40.57	0.0356234096692111	14.0	0.3450825733300468	-0.3635354712375188	-4.405485808720137	5.277353114872495e-06	3219	0.1349510333117697	434.41	0.1335818577197887	430.0	0.989848299993094	0.077310388045042	-0.2273584939702981	0.4100724960905206
ENST00000299505	GARRE1	ENSG00000166398	6911	0.100698186631979	695.93	0.0868181160468817	600.0	0.8621556765766673	-0.0673880685853167	-3.834410115129668	6.293299374435162e-05	368	0.1073900628747211	39.52	0.0380434782608695	14.0	0.3542510121457489	-0.3511895162836285	-4.296710358300259	8.66757306121875e-06	2164	0.124822968702775	270.12	0.1178373382624769	255.0	0.9440248778320748	0.0555878728365285	-0.9831935604747056	0.1627560917569112
ENST00000334583	CARMIL2	ENSG00000159753	8876	0.1043410048900826	926.13	0.091595313204146	813.0	0.8778465226264132	-0.0612021338992698	-3.928015584201162	4.282483106922563e-05	356	0.1097625894949595	39.08	0.0393258426966292	14.0	0.3582395087001023	-0.3459259773051008	-4.251519700859821	1.0616241433574211e-05	3190	0.1297867427665821	414.02	0.1260188087774294	402.0	0.9709675861069514	0.0608242789713218	-0.6332433139998855	0.263287382229901
ENST00000517970	WWP1	ENSG00000123124	6002	0.0954837652276145	573.09	0.0703098967010996	422.0	0.7363590361025318	-0.1857757447113048	-6.636284620461475	1.6084420503396588e-11	434	0.0901938164300621	39.14	0.032258064516129	14.0	0.3576903423607562	-0.3435036764946158	-4.213361169694252	1.257991293172694e-05	1771	0.1165127107479894	206.34	0.1129305477131564	200.0	0.9692740137636908	0.0975225184040267	-0.469859294739827	0.3192277739267518
ENST00000400358	SGSM1	ENSG00000167037	7089	0.0992171673005605	703.35	0.0819579630413316	581.0	0.8260467761427454	-0.1038121773274941	-4.860822859680693	5.844941134193707e-07	365	0.1062773462289845	38.79	0.0383561643835616	14.0	0.3609177623098737	-0.34158516872194	-4.21046374793946	1.2742350850667323e-05	2095	0.1362829936775695	285.51	0.1441527446300716	302.0	1.0577562957514623	0.1655568466566163	1.0498963710061404	0.8531171198730882
ENST00000396137	JMY	ENSG00000152409	6252	0.0990236554209362	619.1	0.0988483685220729	618.0	0.9982232272653851	0.072992959195738	-0.0464015802353522	0.4814950885128312	408	0.0954605297383223	38.95	0.034313725490196	14.0	0.3594351732991014	-0.3418753990823879	-4.2031816990665165	1.3159457717804758e-05	1967	0.1234798108340577	242.88	0.1403152008134214	276.0	1.1363636363636365	0.2541049549600075	2.2695848368867355	0.9883836077553616
ENST00000254657	PER2	ENSG00000132326	8123	0.1001369269160863	813.41	0.089745168041364	729.0	0.8962269949963734	-0.0385830096681241	-3.120052794555056	0.0009040931437423	413	0.093377005975477	38.56	0.0338983050847457	14.0	0.3630705394190871	-0.3364142507474372	-4.154350768611734	1.6310621609734102e-05	2469	0.1295776960347729	319.93	0.1425678412312677	352.0	1.1002406776482356	0.2024728112556899	1.9219603238559988	0.9726946248288426
ENST00000568954	PHLPP2	ENSG00000040199	8581	0.0969318390014774	831.77	0.1010371751544109	867.0	1.0423554588407853	0.1069366690742951	1.2853582316807726	0.9006664350425913	448	0.0855497426566867	38.33	0.03125	14.0	0.3652491521001826	-0.3320039000282086	-4.109106347629616	1.985965730820363e-05	2727	0.1241980634417883	338.69	0.1331133113311331	363.0	1.071776550828191	0.171443476119344	1.411612936055899	0.9209680193310976
ENST00000379238	UBAP2	ENSG00000137073	7154	0.0994768619775788	711.66	0.1038579815487839	743.0	1.0440378832588595	0.1137583077594742	1.238086812448978	0.8921580634133619	388	0.0980503596961656	38.04	0.0360824742268041	14.0	0.3680336487907465	-0.3301805675295481	-4.104561803193101	2.0254098518241247e-05	2386	0.1179103954524621	281.33	0.1139983235540653	272.0	0.9668360999537908	0.0765832308488919	-0.5925290503191839	0.276748186788974
ENST00000308736	DHX37	ENSG00000150990	7235	0.1020688679513972	738.47	0.0819626814098134	593.0	0.8030116321583814	-0.1286438492310051	-5.649120148814752	8.063555735502561e-09	388	0.0968738585809784	37.59	0.0360824742268041	14.0	0.3724394785847299	-0.3237497722287553	-4.048371792970147	2.5787586452148964e-05	2385	0.1322887842968385	315.51	0.1257861635220125	300.0	0.9508414947228296	0.0536265543440928	-0.9373105400288352	0.1742994214210592
ENST00000216268	ZBED4	ENSG00000100426	7557	0.0993054594655408	750.45	0.0771470160116448	583.0	0.77686721300553	-0.1552318788987811	-6.4407824902984006	5.942955375413951e-11	390	0.0958379200728588	37.38	0.0358974358974358	14.0	0.3745318352059925	-0.320629365686734	-4.021246683876526	2.894547036101e-05	2245	0.1302153536540266	292.33	0.1385300668151447	311.0	1.063866178633736	0.1707752825742415	1.1706268426959996	0.8791255985696635
ENST00000326756	ZNF518B	ENSG00000178163	7033	0.0949833333259958	668.02	0.1170197639698563	823.0	1.231999041944852	0.3041400767498018	6.3031779434140764	0.999999999854198	458	0.0814488807567688	37.3	0.0305676855895196	14.0	0.3753351206434316	-0.3171087001559641	-3.9810333643307487	3.430815809535371e-05	2078	0.1186578220650798	246.57	0.1347449470644851	280.0	1.1355801597923512	0.2527590580263141	2.2676746460009305	0.9883254778588388
ENST00000537592	SALL3	ENSG00000256463	8053	0.1085374607075464	874.05	0.1374642990189991	1107.0	1.26651793375665	0.3291116824829522	8.345232489060557	1.0	308	0.1165360114850415	35.89	0.0454545454545454	14.0	0.3900808024519365	-0.3024248877251239	-3.887829706371566	5.057227316816125e-05	2566	0.1390122160558431	356.71	0.2018706157443491	518.0	1.4521600179417455	0.5484523658820555	9.203789302421615	1.0
ENST00000263666	PDZRN3	ENSG00000121440	6771	0.1024930955834048	693.98	0.1132772116378673	767.0	1.1052191705812848	0.1757036145568843	2.9258008084218954	0.998282145784514	345	0.1039772129696782	35.87	0.0405797101449275	14.0	0.3902982994145526	-0.2999390979762541	-3.857918829452862	5.71783051232843e-05	1965	0.1404539967602505	275.99	0.1806615776081425	355.0	1.2862784883510272	0.39565758324539	5.129648508622187	0.9999998548581572
ENST00000346049	PTK2B	ENSG00000120899	6511	0.0992650414185223	646.31	0.0833973275994471	543.0	0.8401541056149526	-0.0866773208045768	-4.281949425742082	9.263154720755457e-06	361	0.098880780775251	35.7	0.038781163434903	14.0	0.392156862745098	-0.2964352035723174	-3.825412195051136	6.527673053417806e-05	1976	0.1342393543459137	265.26	0.1336032388663967	264.0	0.9952499434517078	0.1072230207342804	-0.082945071639749	0.4669476077523193
ENST00000318522	EML4	ENSG00000143924	6401	0.097818812953568	626.14	0.1142009061084205	731.0	1.1674705337464466	0.2418682949070384	4.411997191468768	0.9999948789278784	399	0.0897233446986681	35.8	0.0350877192982456	14.0	0.3910614525139665	-0.2964057363471664	-3.81876502741434	6.706071971158743e-05	1927	0.1150533671182076	221.71	0.156201349247535	301.0	1.3576293356186009	0.4814565513024917	5.660844076297952	0.9999999924684876
ENST00000456909	STK11IP	ENSG00000144589	6800	0.1006560675205652	684.46	0.093235294117647	634.0	0.9262776495339392	-0.002676852998191	-2.0338585367445527	0.0209829302656679	343	0.1020267607770563	35.0	0.0408163265306122	14.0	0.4	-0.2860390179372174	-3.745275538724529	9.009794758358622e-05	2432	0.128425014817876	312.33	0.1282894736842105	312.0	0.9989434252233216	0.102480018743443	-0.0199790902275479	0.4920300264089544
ENST00000634607	PHF14	ENSG00000106443	6290	0.0941957650790867	592.49	0.0801271860095389	504.0	0.8506472683083258	-0.0727182450057196	-3.8198182220302415	6.677502996156609e-05	445	0.0792401555778632	35.26	0.0314606741573033	14.0	0.3970504821327283	-0.2862345334550226	-3.731432519200837	9.519700662789748e-05	1718	0.1192500242781372	204.87	0.1268917345750873	218.0	1.064089422560648	0.1925984370698911	0.9773420642732368	0.8358000825694784
ENST00000614654	ZSWIM9	ENSG00000185453	5610	0.1060056013624974	594.69	0.0935828877005347	525.0	0.8828128941128991	-0.041194794857325	-3.022498540100957	0.0012534864602717	303	0.1140269075559239	34.55	0.0462046204620462	14.0	0.4052098408104197	-0.2809320386376183	-3.714324182706039	0.0001018737331322	1932	0.1340747027837446	259.03	0.1532091097308488	296.0	1.1427247809134078	0.256046021991563	2.468339721671281	0.9932129287107836
ENST00000352645	ZC3H7B	ENSG00000100403	6274	0.1003373019375572	629.52	0.0757092763787057	475.0	0.754543143982717	-0.1713626102538668	-6.492781477698074	4.213293773332988e-11	331	0.1046663341529178	34.64	0.0422960725075528	14.0	0.4041570438799076	-0.2807613542425087	-3.706769650560697	0.0001049598559906	1898	0.1391372731402592	264.08	0.1317175974710221	250.0	0.9466828233868524	0.0585867163808897	-0.9339945234659572	0.1751533589933251
ENST00000280758	BTBD11	ENSG00000151136	6959	0.1028914080622321	716.02	0.091392441442736	636.0	0.8882433451579566	-0.0423809153274736	-3.1573313960234897	0.0007961014163401	333	0.1029453400477075	34.28	0.042042042042042	14.0	0.4084014002333722	-0.2745454432403691	-3.657211933329704	0.0001274867782568	2215	0.1355473223787664	300.24	0.1318284424379232	292.0	0.9725552891020516	0.0777239553516119	-0.5113084144815454	0.3045675569463216
ENST00000261965	TUBGCP3	ENSG00000126216	5849	0.0969294350052847	566.94	0.078645922379894	460.0	0.8113733375665855	-0.1104026150154523	-4.726196372978359	1.1438221484845425e-06	366	0.0937795982671525	34.32	0.0382513661202185	14.0	0.4079254079254079	-0.2736033058129964	-3.644041280829682	0.0001341951723182	1786	0.1227329633610514	219.2	0.1237402015677491	221.0	1.008211678832117	0.1322033915746526	0.1297258134843539	0.5516083205346552
ENST00000458420	CLSTN2	ENSG00000158258	6234	0.0998612264496262	622.53	0.0922361244786653	575.0	0.9236502658506418	-0.0018214746612329	-2.0080562418543506	0.0223186577452481	343	0.0984404345205502	33.77	0.0408163265306122	14.0	0.4145691442108379	-0.2651643785751303	-3.5823441202243167	0.00017026240677	1827	0.1313145352093326	239.91	0.1324575807334428	242.0	1.0087116001834022	0.1266495826980619	0.1446588883157979	0.5575098999925734
ENST00000373106	CSF3R	ENSG00000119535	5374	0.101961045472254	547.94	0.0854112393003349	459.0	0.8376829579881008	-0.0829701888163373	-4.009378111145996	3.043943383530564e-05	270	0.1226727647209132	33.12	0.0518518518518518	14.0	0.4227053140096619	-0.2583077198258732	-3.547223231880564	0.0001946572821283	1769	0.1305245028145703	230.9	0.1237987563595251	219.0	0.9484625378951927	0.0687351725415459	-0.8397107445554113	0.2005352940852811
ENST00000261917	HCN4	ENSG00000138622	7463	0.1068037830554165	797.08	0.0828085220420742	618.0	0.7753299543333165	-0.1590598263126469	-6.711435855344427	9.635925495171624e-12	288	0.1148549583746579	33.08	0.0486111111111111	14.0	0.4232164449818621	-0.2561682920493366	-3.52581642194217	0.000211089752738	2585	0.1324245930804172	342.32	0.1353965183752417	350.0	1.0224351483991587	0.121105598671476	0.4457898974793512	0.6721254899969635
ENST00000261368	SNCAIP	ENSG00000064692	5957	0.0959698475850083	571.69	0.0834312573443008	497.0	0.8693522713358638	-0.052708097475585	-3.285516476728051	0.000508977942519	370	0.0901248015768785	33.35	0.0378378378378378	14.0	0.4197901049475262	-0.2564552696787889	-3.5122159525571925	0.000222193374287	1831	0.1228289540733019	224.9	0.1212452211906062	222.0	0.987105380168964	0.1095094015128473	-0.20645888869982	0.4182162374875089
ENST00000311331	ZNF624	ENSG00000197566	5758	0.096070596326664	553.17	0.071205279610976	410.0	0.7411826382486397	-0.179588343525234	-6.402761510029679	7.629572629958666e-11	439	0.0754344562741534	33.12	0.0318906605922551	14.0	0.4227053140096619	-0.2498033605740956	-3.454656005059708	0.0002754976707934	1541	0.1228625036283289	189.33	0.1200519143413367	185.0	0.9771298790471664	0.1105345173373076	-0.3360896876060557	0.3684016173403988
ENST00000409907	IQCA1	ENSG00000132321	5369	0.0945361413855714	507.56	0.0851182715589495	457.0	0.9003861612420206	-0.0168314387648228	-2.3586575408039248	0.0091705864306323	375	0.0876498958368133	32.87	0.0373333333333333	14.0	0.4259202920596289	-0.2475388586314112	-3.4456418394761026	0.0002848524481635	1521	0.1229403068385221	186.99	0.1216305062458908	185.0	0.9893577196641532	0.1235881288181305	-0.1555636293832188	0.4381884976966991
ENST00000285900	GRIA1	ENSG00000155511	5881	0.0988007531117207	581.05	0.0627444312191804	369.0	0.6350572239910507	-0.287754243576558	-9.266515880925196	9.616284675291412e-21	340	0.0957109599869303	32.54	0.0411764705882352	14.0	0.430239704978488	-0.2430359996749916	-3.418032910582829	0.0003153773973355	1752	0.1267420816256637	222.05	0.127283105022831	223.0	1.0042783156946633	0.1271896372857345	0.0680693202872225	0.5271347737214074
ENST00000305031	CHSY3	ENSG00000198108	5682	0.0999950738827244	568.17	0.0922210489264343	524.0	0.9222591829910064	0.000265651448976	-1.9533712845246252	0.0253878081392443	334	0.097241338644252	32.48	0.0419161676646706	14.0	0.4310344827586207	-0.2422007487172278	-3.412594620489047	0.0003217379197795	1691	0.1266606210594718	214.18	0.1437019515079834	243.0	1.1345597161266223	0.2597143696071801	2.1069924221249905	0.9824408817810067
ENST00000269214	ESCO1	ENSG00000141446	5560	0.0922124201687842	512.7	0.0802158273381295	446.0	0.8699044275404719	-0.0476232730590079	-3.0917793076978497	0.0009948035395549	396	0.0821825285024443	32.54	0.0353535353535353	14.0	0.430239704978488	-0.2406140470170559	-3.393083157377403	0.0003455532724434	1543	0.1149905215990507	177.43	0.1289695398574206	199.0	1.121569069492194	0.2599920088285722	1.7212924038414943	0.9574011113976044
ENST00000673822	DDHD1	ENSG00000100523	5727	0.1003717142463912	574.83	0.0984808800419067	564.0	0.9811596472000416	0.0586968946561553	-0.4761895052809277	0.316969687759952	359	0.089368198526754	32.08	0.0389972144846796	14.0	0.4364089775561097	-0.2333882074105946	-3.3455286343068638	0.0004106293942383	1746	0.1264378210661551	220.76	0.1282932416953035	224.0	1.014676571842725	0.1379684252714319	0.2332808492559723	0.5922283357547614
ENST00000302541	MYRIP	ENSG00000170011	5549	0.0972366938932451	539.57	0.0955127049918904	530.0	0.9822636543914598	0.062433784000944	-0.4334507779679959	0.3323436589209277	328	0.0965270943989088	31.66	0.0426829268292682	14.0	0.4421983575489577	-0.2267131252041489	-3.3021242136391966	0.0004797778357587	1725	0.1274450212734046	219.84	0.12	207.0	0.941593886462882	0.0650715788879502	-0.9272624117454636	0.176895152639032
ENST00000513104	TRPC7	ENSG00000069018	5570	0.097490667272939	543.02	0.0827648114901256	461.0	0.8489558395639203	-0.0711408407954998	-3.705107117191525	0.0001056507085331	324	0.0975315820786822	31.6	0.0432098765432098	14.0	0.4430379746835443	-0.2257401912104887	-3.2957727703189845	0.0004907568413118	1622	0.1292472418935791	209.64	0.1307028360049321	212.0	1.0112573936271705	0.1375737103143226	0.1747461609847313	0.569360452718939
ENST00000372050	RALGDS	ENSG00000160271	5764	0.1007296011639367	580.61	0.0831020124913254	479.0	0.8249944024388143	-0.0978703821343929	-4.44663198792702	4.3613540631374e-06	313	0.099347276639932	31.1	0.0447284345047923	14.0	0.45016077170418	-0.2162771874933912	-3.230412570229892	0.0006180585186069	1882	0.130289168638867	245.2	0.1503719447396387	283.0	1.1541598694942905	0.2708869341497687	2.588165001217307	0.9951755625404692
ENST00000367405	ZBTB41	ENSG00000177888	6025	0.0936009709725353	563.95	0.0680497925311203	410.0	0.7270148062771522	-0.1944093407347081	-6.809097733315866	4.910637233260615e-12	439	0.0712731444245213	31.29	0.0318906605922551	14.0	0.447427293064877	-0.2148992894466145	-3.2072174176095567	0.0006701283073346	1634	0.1213327614406456	198.26	0.124235006119951	203.0	1.0239079995964897	0.15438838802681	0.3593013027594138	0.6403151500720198
ENST00000395762	IL4R	ENSG00000077238	5330	0.1011845385816046	539.31	0.0958724202626641	511.0	0.9475069996847824	0.0275203906142229	-1.285994168231263	0.0992225484809107	290	0.1060320923301477	30.75	0.0482758620689655	14.0	0.4552845528455284	-0.2105270321160721	-3.194612658356085	0.0007000931227249	1673	0.1299140874975018	217.35	0.1249252839210998	209.0	0.9615827007131356	0.0855916607583537	-0.6069252182634295	0.2719502706991117
ENST00000689035	SUN2	ENSG00000100242	4476	0.1004690434260054	449.7	0.0793118856121537	355.0	0.7894151656659996	-0.122926144494833	-4.708452287249748	1.2480238716228604e-06	253	0.1187575434179801	30.05	0.0553359683794466	14.0	0.4658901830282861	-0.1984456868311906	-3.11830775640774	0.0009094638073311	1498	0.1309767854488488	196.2	0.123497997329773	185.0	0.9429153924566768	0.0733553682956618	-0.8579743085457191	0.1954533250008944
ENST00000330560	CDCA2	ENSG00000184661	6669	0.0945435244882801	630.51	0.0932673564252511	622.0	0.9865029896433046	0.0607767868666195	-0.3561955971512692	0.3608470444860213	426	0.0717654233485908	30.57	0.0328638497652582	14.0	0.4579653254824992	-0.2005159366399836	-3.110895854126084	0.0009326035495954	2015	0.1130404854742516	227.78	0.1225806451612903	247.0	1.084379664588638	0.2066850152642523	1.3524594849232985	0.91188581440132
ENST00000394215	DENND1A	ENSG00000119522	6808	0.1017664923456459	692.83	0.0871034077555816	593.0	0.8559098191475542	-0.073518487133213	-4.001640637258533	3.145239396212087e-05	300	0.1003570524494286	30.11	0.0466666666666666	14.0	0.4649618067087346	-0.1962341341376761	-3.094910634701649	0.0009843610233552	2251	0.126078096866094	283.8	0.1350510884051532	304.0	1.0711768851303736	0.179938797030828	1.2825339534969311	0.900172298935936
ENST00000333891	PCLO	ENSG00000186472	33234	0.097927965270453	3254.54	0.0980321357645784	3258.0	1.0010631302734028	0.0336936527333882	0.063894291213262	0.5254728010278522	2138	0.086332849867009	184.58	0.0070159027128157	15.0	0.0812655759020478	-0.7808388881091196	-13.058334724167953	2.8480079417827217e-39	10539	0.1099593969530283	1158.86	0.1234462472720372	1301.0	1.1226550230398842	0.1769721916905057	4.4257732090669775	0.9999951951277553
ENST00000040738	BOD1L1	ENSG00000038219	20089	0.0960612344703449	1929.77	0.0937826671312658	1884.0	0.976282147613446	0.0187015314349821	-1.095966904749354	0.1365466289762166	1249	0.0729918255737109	91.17	0.0120096076861489	15.0	0.1645278051990786	-0.6378336985585336	-8.285248518624764	5.89313542953262e-17	5834	0.1157016103763351	675.0	0.1131299280082276	660.0	0.9777777777777776	0.048718334743214	-0.6140891452397926	0.2695782103883477
ENST00000378743	ZFC3H1	ENSG00000133858	12939	0.0933890943023025	1208.36	0.079295154185022	1026.0	0.8490847098546791	-0.0972294044655091	-5.509652738891165	1.797711482653453e-08	941	0.0830345191451302	78.14	0.0159404888416578	15.0	0.1919631430765293	-0.5957121979107655	-7.458866965137242	4.3634832917032406e-14	3808	0.118547095089507	451.43	0.1228991596638655	468.0	1.0367055800456328	0.1233127245106867	0.8308043956109838	0.7969579304539085
